S,BTC,6354.45,1,6354.45
S,ETH,316.232,3,948.696
S,BTC,6346.94,1,6346.94
S,BTC,6295.45,1,6295.45
S,BTC,6296.2,1,6296.2
S,BTC,6296.2,2,12592.4
S,BCH,1341.4,1,1341.4
S,BTC,6296.2,2,12592.4
S,BTC,6296.2,2,12592.4
B,BTC,6266.68,1,6266.68
B,BTC,6211.93,1,6211.93
B,ETH,307.867,2,615.734
B,BTC,6061.39,2,12122.78
B,BTC,6061.39,1,6061.39
B,BTC,6074.94,1,6074.94
B,BTC,5904.72,1,5904.72
B,BTC,6010.82,1,6010.82
B,BTC,6123.94,1,6123.94
B,BTC,6123.94,1,6123.94
